key,value
SDGS.4.TITLE,Educació de qualitat
SDGS.4.DESCRIPTION,"Assegurar una educació inclusiva, equitativa i de qualitat i promoure oportunitats d'aprenentatge durant tota la vida per a tothom."
SDGS.4.TARGETS.1.DESCRIPTION,"Contribuir a l'èxit educatiu, assegurant l'accés a una educació gratuïta, equitativa i de qualitat"
SDGS.4.TARGETS.1.INDICATORS.1.TITLE,Taxa de matriculació PFI
SDGS.4.TARGETS.1.INDICATORS.1.DESCRIPTION,Alumnes matriculats a PFI sobre el total de població d'entre 16 i 21 anys al municipi.
SDGS.4.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.4.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Nombre total d'alumnes matriculats a PFI
SDGS.4.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,persones
SDGS.4.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Nombre total de població d'entre 16 i 21 anys
SDGS.4.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.4.TARGETS.1.INDICATORS.1.SOURCE,"- [Alumnes matriculats per ensenyament i unitats dels centres docents](https://analisi.transparenciacatalunya.cat/Educaci-/Alumnes-matriculats-per-ensenyament-i-unitats-dels/xvme-26kg/about_data) (Dades Obertes de Catalunya)
- [Població. Per sexe i edat any a any (2011–)](https://www.idescat.cat/pub/?id=censph&n=10&hist=taules%2Fv2%2Fcensph%2F10%2F5975%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D3%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B2%2C0%3B-3c%2Fe%3D0) (IDESCAT)"
SDGS.4.TARGETS.1.INDICATORS.2.TITLE,Taxa de graduació ESO
SDGS.4.TARGETS.1.INDICATORS.2.DESCRIPTION,Graduats d'educació secundària obligatòria del municipi respecte el total de matriculats a 4t d'ESO.
SDGS.4.TARGETS.1.INDICATORS.2.UNIT,%
SDGS.4.TARGETS.1.INDICATORS.2.VALUES.1.TITLE,Nombre total d'alumnes de 4t d'ESO que promocionen
SDGS.4.TARGETS.1.INDICATORS.2.VALUES.1.UNIT,alumnes
SDGS.4.TARGETS.1.INDICATORS.2.VALUES.2.TITLE,Nombre total d'alumnes de 4t d'ESO
SDGS.4.TARGETS.1.INDICATORS.2.VALUES.2.UNIT,alumnes
SDGS.4.TARGETS.1.INDICATORS.2.SOURCE,- [Estadística de l'ensenyament. Educació secundària obligatòria.](https://educacio.gencat.cat/ca/departament/estadistiques/estadistiques-ensenyament/curs-actual/eso/) (Departament d'Educació i Formació Professional de la Generalitat de Catalunya)
SDGS.4.TARGETS.2.DESCRIPTION,Vetllar perquè tots els infants de 0 a 3 anys tinguin accés a serveis d’atenció i desenvolupament i a un ensenyament qualitat.
SDGS.4.TARGETS.2.INDICATORS.1.TITLE,Taxa d'educació infantil de 1r cicle
SDGS.4.TARGETS.2.INDICATORS.1.DESCRIPTION,"Percentatge d'infants de 0-2 anys que estan escolaritzats en educació infantil de primer cicle al municipi (dades globals, i per sector de titularitat: públic corporacions locals, públic Dpt. Educació, privat)."
SDGS.4.TARGETS.2.INDICATORS.1.UNIT,%
SDGS.4.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Nombre total d'alumnes matriculats a primer cicle d'educació infantil
SDGS.4.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,persones
SDGS.4.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Nombre total de població d'entre 0 i 2 anys
SDGS.4.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.4.TARGETS.2.INDICATORS.1.SOURCE,"- [Alumnes matriculats per ensenyament i unitats dels centres docents](https://analisi.transparenciacatalunya.cat/Educaci-/Alumnes-matriculats-per-ensenyament-i-unitats-dels/xvme-26kg/about_data) (Dades Obertes de Catalunya)
- [Població. Per sexe i edat any a any (2011–)](https://www.idescat.cat/pub/?id=censph&n=10&hist=taules%2Fv2%2Fcensph%2F10%2F5975%2Fmun%2Fdata%3FAGE%3DTOTAL%26_LAST_%3D3%5Ec%3D3%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B2%2C0%3B-3c%2Fe%3D0) (IDESCAT)"
SDGS.4.TARGETS.3.DESCRIPTION,Nom de fita no disponible
SDGS.4.TARGETS.4.DESCRIPTION,"Augmentar substancialment el nombre de joves i persones adultes perquè tinguin les competències necessàries per accedir al mercat de treball, a un lloc de treball digne i a l'emprenedoria, en condicions d'igualtat."
SDGS.4.TARGETS.4.INDICATORS.1.TITLE,Formació (Educació primària o inferior)
SDGS.4.TARGETS.4.INDICATORS.1.DESCRIPTION,Nivell de formació assolit (Educació primària o inferior)
SDGS.4.TARGETS.4.INDICATORS.1.UNIT,%
SDGS.4.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,Població de 15 anys o més amb educació primària o inferior
SDGS.4.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,Total de població de 15 anys o més
SDGS.4.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.TITLE,Educació primària o inferior
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.1.TITLE,Població de 15 anys o més amb educació primària o inferior
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.1.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.2.TITLE,Total de població de 15 anys o més
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.0.VALUES.2.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.TITLE,Primera etapa d’educació secundària i similar
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.1.TITLE,Població de 15 anys o més amb primera etapa d’educació secundària i similar
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.1.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.2.TITLE,Total de població de 15 anys o més
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.2.VALUES.2.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.3.TITLE,Segona etapa d’educació secundària i similar
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.3.VALUES.1.TITLE,Població de 15 anys o més amb segona etapa d’educació secundària i similar
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.3.VALUES.1.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.3.VALUES.2.TITLE,Total de població de 15 anys o més
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.3.VALUES.2.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.4.TITLE,Educació superior
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.4.VALUES.1.TITLE,Població de 15 anys o més amb educació superior
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.4.VALUES.1.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.4.VALUES.2.TITLE,Total de població de 15 anys o més
SDGS.4.TARGETS.4.INDICATORS.1.SUBINDICATORS.4.VALUES.2.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.1.SOURCE,- [Població. Per nivell de formació assolit](https://www.idescat.cat/pub/?id=censph&n=7104&hist=taules%2Fv2%2Fcensph%2F7104%2F20170%2Fmun%2Fdata%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B-0d%2C0%3B-2c%2Fe%3D0) (IDESCAT)
SDGS.4.TARGETS.4.INDICATORS.2.TITLE,Formació (primera etapa d’educació secundària)
SDGS.4.TARGETS.4.INDICATORS.2.DESCRIPTION,Nivell de formació assolit (primera etapa d’educació secundària)
SDGS.4.TARGETS.4.INDICATORS.2.UNIT,%
SDGS.4.TARGETS.4.INDICATORS.2.VALUES.1.TITLE,Població de 15 anys o més amb primera etapa d’educació secundària i similar
SDGS.4.TARGETS.4.INDICATORS.2.VALUES.1.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.2.VALUES.2.TITLE,Total de població de 15 anys o més
SDGS.4.TARGETS.4.INDICATORS.2.VALUES.2.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.2.SOURCE,- [Població. Per nivell de formació assolit](https://www.idescat.cat/pub/?id=censph&n=7104&hist=taules%2Fv2%2Fcensph%2F7104%2F20170%2Fmun%2Fdata%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B-0d%2C0%3B-2c%2Fe%3D0) (IDESCAT)
SDGS.4.TARGETS.4.INDICATORS.3.TITLE,Formació (segona etapa d’educació secundària)
SDGS.4.TARGETS.4.INDICATORS.3.DESCRIPTION,Nivell de formació assolit (segona etapa d’educació secundària)
SDGS.4.TARGETS.4.INDICATORS.3.UNIT,%
SDGS.4.TARGETS.4.INDICATORS.3.VALUES.1.TITLE,Població de 15 anys o més amb primera etapa d’educació secundària i similar
SDGS.4.TARGETS.4.INDICATORS.3.VALUES.1.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.3.VALUES.2.TITLE,Total de població de 15 anys o més
SDGS.4.TARGETS.4.INDICATORS.3.VALUES.2.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.3.SOURCE,- [Població. Per nivell de formació assolit](https://www.idescat.cat/pub/?id=censph&n=7104&hist=taules%2Fv2%2Fcensph%2F7104%2F20170%2Fmun%2Fdata%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B-0d%2C0%3B-2c%2Fe%3D0) (IDESCAT)
SDGS.4.TARGETS.4.INDICATORS.4.TITLE,Formació (educació superior)
SDGS.4.TARGETS.4.INDICATORS.4.DESCRIPTION,Nivell de formació assolit (Educació superior)
SDGS.4.TARGETS.4.INDICATORS.4.UNIT,%
SDGS.4.TARGETS.4.INDICATORS.4.VALUES.1.TITLE,Població de 15 anys o més amb educació superior
SDGS.4.TARGETS.4.INDICATORS.4.VALUES.1.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.4.VALUES.2.TITLE,Total de població de 15 anys o més
SDGS.4.TARGETS.4.INDICATORS.4.VALUES.2.UNIT,persones
SDGS.4.TARGETS.4.INDICATORS.4.SOURCE,- [Població. Per nivell de formació assolit](https://www.idescat.cat/pub/?id=censph&n=7104&hist=taules%2Fv2%2Fcensph%2F7104%2F20170%2Fmun%2Fdata%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B-0d%2C0%3B-2c%2Fe%3D0) (IDESCAT)
SDGS.4.TARGETS.5.DESCRIPTION,"Eliminar les disparitats de gènere en l’educació i garantir  l’equitat en l’accés, les condicions i els resultats a tots els col·lectius en situació de vulnerabilitat"
SDGS.4.TARGETS.5.INDICATORS.1.TITLE,Índex de paritat en activitats educatives
SDGS.4.TARGETS.5.INDICATORS.1.DESCRIPTION,Índex de paritat entre dones i homes de la població de més de 15 anys que han realitzat activitats educatives en els darrers 12 mesos.
SDGS.4.TARGETS.5.INDICATORS.1.UNIT,
SDGS.4.TARGETS.5.INDICATORS.1.VALUES.1.TITLE,Dones que estudien
SDGS.4.TARGETS.5.INDICATORS.1.VALUES.1.UNIT,dones
SDGS.4.TARGETS.5.INDICATORS.1.VALUES.2.TITLE,Homes que estudien
SDGS.4.TARGETS.5.INDICATORS.1.VALUES.2.UNIT,homes
SDGS.4.TARGETS.5.INDICATORS.1.SOURCE,- [Població de 15 anys o més. Pel nivell més alt dels estudis en curs i sexe.](https://www.idescat.cat/pub/?id=censph&n=16690&hist=taules%2Fv2%2Fcensph%2F16690%2F20161%2Fmun%2Fdata%3FEDU_LEV_CS%3DTOTAL%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B-0d%2C0%3B-2c%3B3%2C0%2Fe%3D01) (IDESCAT)
SDGS.4.TARGETS.7.DESCRIPTION,Garantir que tot l’alumnat adquireixi els coneixements teòrics i pràctics necessaris per promoure el desenvolupament sostenible.
SDGS.4.TARGETS.a.DESCRIPTION,"Garantir que els equipaments educatius responguin a les necessitats dels infants i les persones amb discapacitat i tinguin en compte les qüestions de gènere, oferint entorns d’aprenentatge segurs, no violents, inclusius i eficaços."
SDGS.4.TARGETS.a.INDICATORS.1.TITLE,Taxa d'alumnes per professor
SDGS.4.TARGETS.a.INDICATORS.1.DESCRIPTION,Taxa d'alumnes per professor
SDGS.4.TARGETS.a.INDICATORS.1.UNIT,alumn./prof.
SDGS.4.TARGETS.a.INDICATORS.1.VALUES.1.TITLE,Alumnes en centres públics *
SDGS.4.TARGETS.a.INDICATORS.1.VALUES.1.UNIT,alumnes
SDGS.4.TARGETS.a.INDICATORS.1.VALUES.2.TITLE,Professorat en centres públics *
SDGS.4.TARGETS.a.INDICATORS.1.VALUES.2.UNIT,professor/es
SDGS.4.TARGETS.a.INDICATORS.1.SOURCE,"- [Alumnes matriculats per ensenyament i unitats dels centres docents](https://analisi.transparenciacatalunya.cat/Educaci-/Alumnes-matriculats-per-ensenyament-i-unitats-dels/xvme-26kg/about_data) (Dades Obertes de Catalunya)
- [Personal docent en centres públics titularitat del Departament d’Educació](https://analisi.transparenciacatalunya.cat/Educaci-/Personal-docent-en-centres-p-blics-titularitat-del/2ip7-jdgh/about_data) (Dades Obertes de Catalunya)"
SDGS.5.TITLE,Igualtat de gènere
SDGS.5.DESCRIPTION,Aconseguir la igualtat entre els gèneres i empoderar totes les dones i les nenes.
SDGS.5.TARGETS.1.DESCRIPTION,Posar fi a totes les formes de discriminació de gènere.
SDGS.5.TARGETS.1.INDICATORS.1.TITLE,Diferència d'atur en dones vs homes
SDGS.5.TARGETS.1.INDICATORS.1.DESCRIPTION,Taxa d'atur dones - Taxa d'atur homes
SDGS.5.TARGETS.1.INDICATORS.1.UNIT,p.p.
SDGS.5.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Taxa d'atur (dones)
SDGS.5.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,%
SDGS.5.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Taxa d'atur (homes)
SDGS.5.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,%
SDGS.5.TARGETS.1.INDICATORS.1.SOURCE,"- [Atur registrat. Per sexe](https://www.idescat.cat/pub/?id=atureg&n=4299&geo=mun) (IDESCAT)
- [Afiliats a la Seguretat Social segons residència padronal de l'afiliat. Per sexe. A últim dia del mes](https://www.idescat.cat/pub/?id=afi&n=8604&hist=taules%2Fv2%2Fafi%2F8604%2F8704%2Fmun%2Fdata%3F_LAST_%3D3%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B-2c) (IDESCAT)"
SDGS.5.TARGETS.2.DESCRIPTION,Erradicar totes les formes de violència masclista.
SDGS.5.TARGETS.4.DESCRIPTION,"Reconèixer i valorar les cures no remunerades i el treball domèstic no remunerat, mitjançant la prestació de serveis públics i promovent la responsabilitat compartida."
SDGS.5.TARGETS.5.DESCRIPTION,"Vetllar per la participació plena i efectiva de les dones, i per la igualtat d’oportunitats de lideratge en tots els àmbits de presa de decisions en la vida política, econòmica i pública."
SDGS.5.TARGETS.5.INDICATORS.1.TITLE,% Càrrecs electes dones
SDGS.5.TARGETS.5.INDICATORS.1.DESCRIPTION,Percentatge de càrrecs electes del consistori municipal ocupats per dones
SDGS.5.TARGETS.5.INDICATORS.1.UNIT,%
SDGS.5.TARGETS.5.INDICATORS.1.VALUES.1.TITLE,Càrrecs electes ocupats per dones
SDGS.5.TARGETS.5.INDICATORS.1.VALUES.1.UNIT,càrrecs
SDGS.5.TARGETS.5.INDICATORS.1.VALUES.2.TITLE,Càrrecs electes totals
SDGS.5.TARGETS.5.INDICATORS.1.VALUES.2.UNIT,càrrecs
SDGS.5.TARGETS.5.INDICATORS.1.SOURCE,- [Càrrecs electes de la província de Barcelona.](https://do.diba.cat/api/dataset/electes/pag-fi/) (Diputació de Barcelona)
SDGS.5.TARGETS.c.DESCRIPTION,Enfortir les polítiques i els plans de igualtat de gènere i d'empoderament de dones i nenes.
SDGS.5.TARGETS.c.INDICATORS.1.TITLE,Taxa d'atur en dones
SDGS.5.TARGETS.c.INDICATORS.1.DESCRIPTION,Taxa d'atur en dones
SDGS.5.TARGETS.c.INDICATORS.1.UNIT,%
SDGS.5.TARGETS.c.INDICATORS.1.VALUES.1.TITLE,Mitjana anual d'atur registrat (dones)
SDGS.5.TARGETS.c.INDICATORS.1.VALUES.1.UNIT,dones
SDGS.5.TARGETS.c.INDICATORS.1.VALUES.2.TITLE,Mitjana anual d'afiliacions a la Seguretat Social (dones)
SDGS.5.TARGETS.c.INDICATORS.1.VALUES.2.UNIT,dones
SDGS.5.TARGETS.c.INDICATORS.1.SOURCE,"- [Atur registrat. Per sexe](https://www.idescat.cat/pub/?id=atureg&n=4299&geo=mun) (IDESCAT)
- [Afiliats a la Seguretat Social segons residència padronal de l'afiliat. Per sexe. A últim dia del mes](https://www.idescat.cat/pub/?id=afi&n=8604&hist=taules%2Fv2%2Fafi%2F8604%2F8704%2Fmun%2Fdata%3F_LAST_%3D3%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B-2c) (IDESCAT)"
SDGS.5.TARGETS.c.INDICATORS.2.TITLE,Taxa d'ocupació en dones
SDGS.5.TARGETS.c.INDICATORS.2.DESCRIPTION,Taxa d'ocupació en dones
SDGS.5.TARGETS.c.INDICATORS.2.UNIT,%
SDGS.5.TARGETS.c.INDICATORS.2.VALUES.1.TITLE,Mitjana anual d'afiliacions a la Seguretat Social (dones)
SDGS.5.TARGETS.c.INDICATORS.2.VALUES.1.UNIT,dones
SDGS.5.TARGETS.c.INDICATORS.2.VALUES.2.TITLE,Població activa (dones)
SDGS.5.TARGETS.c.INDICATORS.2.VALUES.2.UNIT,dones
SDGS.5.TARGETS.c.INDICATORS.2.SOURCE,"- [Afiliats a la Seguretat Social segons residència padronal de l'afiliat. Per sexe. A últim dia del mes](https://www.idescat.cat/pub/?id=afi&n=8604&hist=taules%2Fv2%2Fafi%2F8604%2F8704%2Fmun%2Fdata%3F_LAST_%3D3%5Ec%3D2%2Fr%3D1%2Ft%3D-1c%3B0d%2C2%3B-2c) (IDESCAT)
- [Població. Per sexe i edat en grans grups](https://www.idescat.cat/pub/?id=censph&n=540&hist=taules%2Fv2%2Fcensph%2F540%2F19948%2Fmun%2Fdata%3FSEX%3DF%26AGE%3DY016_064%2CTOTAL%26_LAST_%3D3%5Er%3D1%2Ft%3D-1c%3B0d%2C2%3B-2c%3B3%2C0%2Fe%3D1) (IDESCAT)"
SDGS.5.TARGETS.b.DESCRIPTION,Aconseguir la igualtat de gènere en l'ús de les TIC.
SDGS.6.TITLE,Aigua neta i sanejament
SDGS.6.DESCRIPTION,Garantir la disponibilitat i la gestió sostenible de l’aigua i el sanejament per a tothom.
SDGS.6.TARGETS.1.DESCRIPTION,"Assegurar l’accés universal i equitatiu a l’aigua potable, a un preu assequible amb especial atenció als col·lectius més vulnerables."
SDGS.6.TARGETS.1.INDICATORS.1.TITLE,Preu de l'aigua €/m³
SDGS.6.TARGETS.1.INDICATORS.1.DESCRIPTION,"Preu de l'aigua (en € per m³) inclouent el preu del subminitrament, el cànon de l'aigua i el clavegueram"
SDGS.6.TARGETS.1.INDICATORS.1.UNIT,€/m³
SDGS.6.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Preu de l'aigua
SDGS.6.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,€/m³
SDGS.6.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,
SDGS.6.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,
SDGS.6.TARGETS.1.INDICATORS.1.SOURCE,- [Preu de l'aigua per municipi vigent a 1 de gener](https://aca.gencat.cat/web/.content/10_ACA/L_Observatori_preu_aigua/03-Preu-per-municipis-i-evolucio/Preus_per_municipi_ca.xlsx) (Agència Catalana de l'Aigua)
SDGS.6.TARGETS.2.DESCRIPTION,Aconseguir l’accés a uns serveis de sanejament i higiene que siguin adequats i equitatius.
SDGS.6.TARGETS.3.DESCRIPTION,"Millorar la qualitat de l’aigua reduint la contaminació, eliminant els abocaments i incrementant sistemes de drenatge sostenible, reciclatge, reutilització i aprofitament d'aigües freàtiques."
SDGS.6.TARGETS.4.DESCRIPTION,Augmentar significativament l’ús eficient dels recursos hídrics en tots els sectors i assegurar la sostenibilitat de l’extracció i del proveïment d’aigua dolça.
SDGS.6.TARGETS.4.INDICATORS.1.TITLE,Consum d'aigua per habitant
SDGS.6.TARGETS.4.INDICATORS.1.DESCRIPTION,Volum d'aigua domèstica consumida (en m³ per habitant i any)
SDGS.6.TARGETS.4.INDICATORS.1.UNIT,m³/hab.
SDGS.6.TARGETS.4.INDICATORS.1.VALUES.1.TITLE,Consum total d'aigua
SDGS.6.TARGETS.4.INDICATORS.1.VALUES.1.UNIT,m³
SDGS.6.TARGETS.4.INDICATORS.1.VALUES.2.TITLE,Població total
SDGS.6.TARGETS.4.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.6.TARGETS.4.INDICATORS.1.SOURCE,- [Volum consumit per municipi](https://aca.gencat.cat/web/.content/20_Aigua/08_consulta_de_dades/01_dades_obertes/01_visualitzacio_interactiva_dades/01_consum-aigua_comarques_catalunya/volum-aigua-consum-municipi.xlsx) (Agència Catalana de l'Aigua)
SDGS.6.TARGETS.5.DESCRIPTION,"Implementar la gestió integrada dels recursos hídrics en tots els àmbits, si cal mitjançant la cooperació territorial."
SDGS.6.TARGETS.6.DESCRIPTION,"Protegir i restablir els ecosistemes relacionats amb l’aigua, inclosos boscos, muntanyes, aiguamolls, rius, aqüífers i llacs a tot el territori amb espais de valor natura."
SDGS.6.TARGETS.b.DESCRIPTION,Impulsar i reforçar la participació de les comunitats locals en la millora de la gestió de l’aigua i del sanejament.
SDGS.7.TITLE,Energia neta i assequible
SDGS.7.DESCRIPTION,"Assegurar l'accés a una energia asequible, segura, sostenible i moderna per a tothom."
SDGS.7.TARGETS.1.INDICATORS.1.TITLE,%  Renda  llars en energia
SDGS.7.TARGETS.1.INDICATORS.1.DESCRIPTION,Cost (en percentatge) del consum final d'energia residencial (domèstica i transport) respecte de la Renda Familiar Disponible Bruta. 
SDGS.7.TARGETS.1.INDICATORS.1.SOURCE,"Consums de combustibles líquids estimats a partir de dades provincials i catalanes. Dades de RFBD a escala municipal: per a municipis petits hi ha la dada comarcal. Dades de mobilitat a partir del parc de vehicles, no s'inclou la despesa en transport públic.

- [RFDB i RFDB per habitant](https://www.idescat.cat/pub/?id=rfdbc&n=13301&hist=taules%2Fv2%2Frfdbc%2F13301%2F14148%2Fmun%2Fdata%3F_LAST_%3D7%5Ec%3D3%2Fr%3D1%2Ft%3D-3c%3B-1c%3B0d%2C6%2Fe%3D11) (IDESCAT)"
SDGS.7.TARGETS.1.INDICATORS.1.UNIT,%
SDGS.7.TARGETS.1.INDICATORS.1.VALUES.1.TITLE,Cost del consum final d'energia residencial per habitant
SDGS.7.TARGETS.1.INDICATORS.1.VALUES.1.UNIT,€
SDGS.7.TARGETS.1.INDICATORS.1.VALUES.2.TITLE,Renda per habitant
SDGS.7.TARGETS.1.INDICATORS.1.VALUES.2.UNIT,€
SDGS.7.TARGETS.1.DESCRIPTION,"Garantir l’accés universal a serveis d’energia assequibles, confiables i moderns, amb especial èmfasi en aquelles llars en situació de pobresa energètica."
SDGS.7.TARGETS.2.DESCRIPTION,Augmentar substancialment la proporció d’energia renovable en el conjunt de les fonts energètiques.
SDGS.7.TARGETS.2.INDICATORS.1.TITLE,% Llars amb energia renovable
SDGS.7.TARGETS.2.INDICATORS.1.DESCRIPTION,Percentatge d'energia renovable consumida (tèrmica i elèctrica) sobre l'energia total consumida.
SDGS.7.TARGETS.2.INDICATORS.1.UNIT,%
SDGS.7.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,Energia renovable consumida (tèrmica i elèctrica)
SDGS.7.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,kWh
SDGS.7.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,Energia total consumida
SDGS.7.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,kWh
SDGS.7.TARGETS.2.INDICATORS.1.SOURCE,- [Consums energètics (per fonts i per sectors)](https://gissrv.diba.cat/arcgis/rest/services/SITAC/PAES/MapServer) (Diputació de Barcelona)
SDGS.7.TARGETS.3.DESCRIPTION,Millorar substancialment l’eficiència energètica.
SDGS.7.TARGETS.3.INDICATORS.1.TITLE,Consum d'energia a les llars
SDGS.7.TARGETS.3.INDICATORS.1.DESCRIPTION,"Consum final a les llars (en kWh/habitant) incloent tots els tipus d'energia. Els consums de gasoil de calefacció, biomassa, butà i propà són estimacions fetes a partir dels consums provincials o catalans."
SDGS.7.TARGETS.3.INDICATORS.1.UNIT,kWh/hab.
SDGS.7.TARGETS.3.INDICATORS.1.VALUES.1.TITLE,Consum d'energia residencial
SDGS.7.TARGETS.3.INDICATORS.1.VALUES.1.UNIT,kWh
SDGS.7.TARGETS.3.INDICATORS.1.VALUES.2.TITLE,Total població
SDGS.7.TARGETS.3.INDICATORS.1.VALUES.2.UNIT,persones
SDGS.7.TARGETS.3.INDICATORS.1.SOURCE,"- [Consum d’energia elèctrica per municipis i sectors de Catalunya
](https://analisi.transparenciacatalunya.cat/Energia/Consum-d-energia-el-ctrica-per-municipis-i-sectors/8idm-becu/about_data)(Dades Obertes de Catalunya)
- [Consum de gas natural canalitzat per municipis i sectors de Catalunya
](https://analisi.transparenciacatalunya.cat/Energia/Consum-de-gas-natural-canalitzat-per-municipis-i-s/qvqg-zag8/about_data)(Dades Obertes de Catalunya)
- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)"
SDGS.8.TITLE,Treball digne i creixement econòmic
SDGS.8.DESCRIPTION,"Promoure el creixement econòmic sostenible, inclusiu i sostenible, l'ocupació plena i productiva i el treball digne per a toth"
SDGS.8.TARGETS.1.DESCRIPTION,Nom de fita no disponible
SDGS.8.TARGETS.2.DESCRIPTION,"Augmentar de forma generalitzada la productivitat econòmica arreu del territori mitjançant l'especialització, la diversificació d'activitats, la innovació, la planificació estratègica i la concertació territorial."
SDGS.8.TARGETS.2.INDICATORS.1.TITLE,PIB per habitant
SDGS.8.TARGETS.2.INDICATORS.1.DESCRIPTION,El producte interior brut a preus de mercat (PIB pm) mesura el resultat final de l'activitat econòmica de les unitats productores en el territori.
SDGS.8.TARGETS.2.INDICATORS.1.UNIT,€
SDGS.8.TARGETS.2.INDICATORS.1.VALUES.1.TITLE,
SDGS.8.TARGETS.2.INDICATORS.1.VALUES.1.UNIT,€
SDGS.8.TARGETS.2.INDICATORS.1.VALUES.2.TITLE,
SDGS.8.TARGETS.2.INDICATORS.1.VALUES.2.UNIT,
SDGS.8.TARGETS.2.INDICATORS.1.SOURCE,- [Producte interior brut](https://www.idescat.cat/pub/?id=pibc&n=13830&hist=taules%2Fv2%2Fpibc%2F13830%2F14779%2Fmun%2Fdata%5Ec%3D2%2Fr%3D1%2Ft%3D-2c%3B-1c%3B0d%2C12%2Fe%3D11) (IDESCAT)
SDGS.8.TARGETS.3.DESCRIPTION,"Promoure polítiques orientades al desenvolupament que donin suport a les activitats productives, la creació d'ocupacó digna, l'emprenedoria i consolidació d'empreses, la creativitat i la innovació"
SDGS.8.TARGETS.3.INDICATORS.1.TITLE,Taxa d'ocupació
